method,path,behavior
GET,/slimapi/config/providers,error_upstream_http_<N>
GET,/slimapi/config/providers,error_upstream_unavailable
GET,/slimapi/directories,happy_path
GET,/slimapi/directories,v3_face
GET,/slimapi/directories,v4_face
GET,/slimapi/directories,error_invalid_version_selector
GET,/slimapi/directories,error_response_too_large
GET,/slimapi/directories,error_transform_busy
GET,/slimapi/directories,error_unsupported_version
GET,/slimapi/directories,error_upstream_http_<N>
GET,/slimapi/directories,error_upstream_unavailable
GET,/slimapi/events,happy_path
GET,/slimapi/events,v3_face
GET,/slimapi/events,v4_face
GET,/slimapi/events,boundary
GET,/slimapi/events,error_invalid_tokens
GET,/slimapi/events,error_invalid_version_selector
GET,/slimapi/events,error_sse_subscriber_limit_directory
GET,/slimapi/events,error_sse_subscriber_limit_total
GET,/slimapi/events,error_tokens_stream_retired_in_v4
GET,/slimapi/events,error_unsupported_version
GET,/slimapi/file,happy_path
GET,/slimapi/file,v3_face
GET,/slimapi/file,v4_face
GET,/slimapi/file,error_directory_conflict
GET,/slimapi/file,error_directory_header_retired
GET,/slimapi/file,error_directory_not_allowed
GET,/slimapi/file,error_invalid_directory_selector
GET,/slimapi/file,error_invalid_version_selector
GET,/slimapi/file,error_response_too_large
GET,/slimapi/file,error_unsupported_version
GET,/slimapi/file,error_upstream_unavailable
GET,/slimapi/file/content,happy_path
GET,/slimapi/file/content,v3_face
GET,/slimapi/file/content,v4_face
GET,/slimapi/file/content,error_directory_conflict
GET,/slimapi/file/content,error_directory_header_retired
GET,/slimapi/file/content,error_directory_not_allowed
GET,/slimapi/file/content,error_invalid_directory_selector
GET,/slimapi/file/content,error_invalid_version_selector
GET,/slimapi/file/content,error_response_too_large
GET,/slimapi/file/content,error_unsupported_version
GET,/slimapi/file/content,error_upstream_unavailable
GET,/slimapi/file/status,happy_path
GET,/slimapi/file/status,v3_face
GET,/slimapi/file/status,v4_face
GET,/slimapi/file/status,error_directory_conflict
GET,/slimapi/file/status,error_directory_header_retired
GET,/slimapi/file/status,error_directory_not_allowed
GET,/slimapi/file/status,error_invalid_directory_selector
GET,/slimapi/file/status,error_invalid_version_selector
GET,/slimapi/file/status,error_response_too_large
GET,/slimapi/file/status,error_unsupported_version
GET,/slimapi/file/status,error_upstream_unavailable
GET,/slimapi/find/file,happy_path
GET,/slimapi/find/file,v3_face
GET,/slimapi/find/file,v4_face
GET,/slimapi/find/file,error_directory_conflict
GET,/slimapi/find/file,error_directory_header_retired
GET,/slimapi/find/file,error_invalid_directory_selector
GET,/slimapi/find/file,error_invalid_version_selector
GET,/slimapi/find/file,error_response_too_large
GET,/slimapi/find/file,error_unsupported_version
GET,/slimapi/find/file,error_upstream_unavailable
GET,/slimapi/global/health,happy_path
GET,/slimapi/global/health,v3_face
GET,/slimapi/global/health,v4_face
GET,/slimapi/global/health,error_invalid_version_selector
GET,/slimapi/global/health,error_response_too_large
GET,/slimapi/global/health,error_unsupported_version
GET,/slimapi/global/health,error_upstream_unavailable
GET,/slimapi/health,happy_path
GET,/slimapi/health,v3_face
GET,/slimapi/health,v4_face
GET,/slimapi/health,error_invalid_version_selector
GET,/slimapi/health,error_unsupported_version
GET,/slimapi/messages/{sid},happy_path
GET,/slimapi/messages/{sid},v3_face
GET,/slimapi/messages/{sid},v4_face
GET,/slimapi/messages/{sid},feature_off
GET,/slimapi/messages/{sid},boundary
GET,/slimapi/messages/{sid},error_directory_not_allowed
GET,/slimapi/messages/{sid},error_invalid_directory_selector
GET,/slimapi/messages/{sid},error_invalid_version_selector
GET,/slimapi/messages/{sid},error_response_too_large
GET,/slimapi/messages/{sid},error_transform_busy
GET,/slimapi/messages/{sid},error_unsupported_version
GET,/slimapi/messages/{sid},error_upstream_http_<N>
GET,/slimapi/messages/{sid},error_upstream_unavailable
GET,/slimapi/messages/{sid}/expand/{category}/{mid},happy_path
GET,/slimapi/messages/{sid}/expand/{category}/{mid},v3_face
GET,/slimapi/messages/{sid}/expand/{category}/{mid},v4_face
GET,/slimapi/messages/{sid}/expand/{category}/{mid},feature_off
GET,/slimapi/messages/{sid}/expand/{category}/{mid},boundary
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_expand_category_mismatch
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_expand_fragment_too_large
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_expand_source_too_large
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_expand_target_not_found
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_invalid_directory_selector
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_invalid_expand_category
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_invalid_version_selector
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_session_not_found
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_transform_busy
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_unsupported_version
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_upstream_http_<N>
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_upstream_invalid_shape
GET,/slimapi/messages/{sid}/expand/{category}/{mid},error_upstream_unavailable
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},happy_path
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},v3_face
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},v4_face
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},feature_off
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},boundary
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_expand_category_mismatch
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_expand_fragment_too_large
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_expand_source_too_large
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_expand_target_not_found
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_invalid_directory_selector
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_invalid_expand_category
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_invalid_version_selector
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_session_not_found
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_transform_busy
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_unsupported_version
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_upstream_http_<N>
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_upstream_invalid_shape
GET,/slimapi/messages/{sid}/expand/{category}/{mid}/{partID},error_upstream_unavailable
GET,/slimapi/messages/{sid}/full/{mid},happy_path
GET,/slimapi/messages/{sid}/full/{mid},v3_face
GET,/slimapi/messages/{sid}/full/{mid},v4_face
GET,/slimapi/messages/{sid}/full/{mid},feature_off
GET,/slimapi/messages/{sid}/full/{mid},boundary
GET,/slimapi/messages/{sid}/full/{mid},error_invalid_directory_selector
GET,/slimapi/messages/{sid}/full/{mid},error_invalid_version_selector
GET,/slimapi/messages/{sid}/full/{mid},error_message_too_large
GET,/slimapi/messages/{sid}/full/{mid},error_response_too_large
GET,/slimapi/messages/{sid}/full/{mid},error_session_not_found
GET,/slimapi/messages/{sid}/full/{mid},error_transform_busy
GET,/slimapi/messages/{sid}/full/{mid},error_unsupported_version
GET,/slimapi/messages/{sid}/full/{mid},error_upstream_http_<N>
GET,/slimapi/messages/{sid}/full/{mid},error_upstream_invalid_shape
GET,/slimapi/messages/{sid}/full/{mid},error_upstream_unavailable
GET,/slimapi/metrics,happy_path
GET,/slimapi/metrics,v3_face
GET,/slimapi/metrics,v4_face
GET,/slimapi/metrics,error_invalid_version_selector
GET,/slimapi/metrics,error_unsupported_version
GET,/slimapi/permissions,happy_path
GET,/slimapi/permissions,v3_face
GET,/slimapi/permissions,v4_face
GET,/slimapi/permissions,boundary
GET,/slimapi/permissions,error_invalid_version_selector
GET,/slimapi/permissions,error_response_too_large
GET,/slimapi/permissions,error_unsupported_version
GET,/slimapi/permissions,error_upstream_http_<N>
GET,/slimapi/permissions,error_upstream_unavailable
GET,/slimapi/questions,happy_path
GET,/slimapi/questions,v3_face
GET,/slimapi/questions,v4_face
GET,/slimapi/questions,boundary
GET,/slimapi/questions,error_invalid_version_selector
GET,/slimapi/questions,error_response_too_large
GET,/slimapi/questions,error_unsupported_version
GET,/slimapi/questions,error_upstream_http_<N>
GET,/slimapi/questions,error_upstream_unavailable
GET,/slimapi/ready,happy_path
GET,/slimapi/ready,v3_face
GET,/slimapi/ready,v4_face
GET,/slimapi/ready,error_invalid_version_selector
GET,/slimapi/ready,error_unsupported_version
GET,/slimapi/session/{sid},happy_path
GET,/slimapi/session/{sid},v3_face
GET,/slimapi/session/{sid},v4_face
GET,/slimapi/session/{sid},feature_off
GET,/slimapi/session/{sid},error_auxiliary_unavailable
GET,/slimapi/session/{sid},error_directory_conflict
GET,/slimapi/session/{sid},error_directory_header_retired
GET,/slimapi/session/{sid},error_invalid_directory_selector
GET,/slimapi/session/{sid},error_invalid_version_selector
GET,/slimapi/session/{sid},error_response_too_large
GET,/slimapi/session/{sid},error_session_not_found
GET,/slimapi/session/{sid},error_unsupported_version
GET,/slimapi/session/{sid},error_upstream_http_<N>
GET,/slimapi/session/{sid},error_upstream_unavailable
GET,/slimapi/session/{sid}/context,happy_path
GET,/slimapi/session/{sid}/context,v3_face
GET,/slimapi/session/{sid}/context,v4_face
GET,/slimapi/session/{sid}/context,error_invalid_version_selector
GET,/slimapi/session/{sid}/context,error_response_too_large
GET,/slimapi/session/{sid}/context,error_unsupported_version
GET,/slimapi/session/{sid}/context,error_upstream_http_<N>
GET,/slimapi/session/{sid}/context,error_upstream_unavailable
GET,/slimapi/sessions,happy_path
GET,/slimapi/sessions,v3_face
GET,/slimapi/sessions,v4_face
GET,/slimapi/sessions,feature_off
GET,/slimapi/sessions,boundary
GET,/slimapi/sessions,error_auxiliary_unavailable
GET,/slimapi/sessions,error_directory_conflict
GET,/slimapi/sessions,error_directory_header_retired
GET,/slimapi/sessions,error_directory_retired_in_v4
GET,/slimapi/sessions,error_invalid_cursor
GET,/slimapi/sessions,error_invalid_directory_selector
GET,/slimapi/sessions,error_invalid_version_selector
GET,/slimapi/sessions,error_param_version_mismatch
GET,/slimapi/sessions,error_response_too_large
GET,/slimapi/sessions,error_transform_busy
GET,/slimapi/sessions,error_unsupported_version
GET,/slimapi/sessions,error_upstream_http_<N>
GET,/slimapi/sessions,error_upstream_unavailable
GET,/slimapi/sessions/status,happy_path
GET,/slimapi/sessions/status,v3_face
GET,/slimapi/sessions/status,v4_face
GET,/slimapi/sessions/status,error_directory_conflict
GET,/slimapi/sessions/status,error_directory_header_retired
GET,/slimapi/sessions/status,error_invalid_directory_selector
GET,/slimapi/sessions/status,error_invalid_version_selector
GET,/slimapi/sessions/status,error_response_too_large
GET,/slimapi/sessions/status,error_unsupported_version
GET,/slimapi/sessions/status,error_upstream_http_<N>
GET,/slimapi/sessions/status,error_upstream_unavailable
GET,/slimapi/sessions/{sid}/children,happy_path
GET,/slimapi/sessions/{sid}/children,v3_face
GET,/slimapi/sessions/{sid}/children,v4_face
GET,/slimapi/sessions/{sid}/children,error_directory_conflict
GET,/slimapi/sessions/{sid}/children,error_directory_header_retired
GET,/slimapi/sessions/{sid}/children,error_invalid_directory_selector
GET,/slimapi/sessions/{sid}/children,error_invalid_version_selector
GET,/slimapi/sessions/{sid}/children,error_response_too_large
GET,/slimapi/sessions/{sid}/children,error_session_not_found
GET,/slimapi/sessions/{sid}/children,error_transform_busy
GET,/slimapi/sessions/{sid}/children,error_unsupported_version
GET,/slimapi/sessions/{sid}/children,error_upstream_http_<N>
GET,/slimapi/sessions/{sid}/children,error_upstream_unavailable
GET,/slimapi/sessions/{sid}/diff,happy_path
GET,/slimapi/sessions/{sid}/diff,v3_face
GET,/slimapi/sessions/{sid}/diff,v4_face
GET,/slimapi/sessions/{sid}/diff,error_directory_conflict
GET,/slimapi/sessions/{sid}/diff,error_directory_header_retired
GET,/slimapi/sessions/{sid}/diff,error_invalid_directory_selector
GET,/slimapi/sessions/{sid}/diff,error_invalid_version_selector
GET,/slimapi/sessions/{sid}/diff,error_response_too_large
GET,/slimapi/sessions/{sid}/diff,error_session_not_found
GET,/slimapi/sessions/{sid}/diff,error_transform_busy
GET,/slimapi/sessions/{sid}/diff,error_unsupported_version
GET,/slimapi/sessions/{sid}/diff,error_upstream_http_<N>
GET,/slimapi/sessions/{sid}/diff,error_upstream_unavailable
GET,/slimapi/sessions/{sid}/stream,happy_path
GET,/slimapi/sessions/{sid}/stream,v3_face
GET,/slimapi/sessions/{sid}/stream,v4_face
GET,/slimapi/sessions/{sid}/stream,boundary
GET,/slimapi/sessions/{sid}/stream,error_directory_not_allowed
GET,/slimapi/sessions/{sid}/stream,error_invalid_directory
GET,/slimapi/sessions/{sid}/stream,error_invalid_directory_selector
GET,/slimapi/sessions/{sid}/stream,error_invalid_version_selector
GET,/slimapi/sessions/{sid}/stream,error_sse_token_handshake_overflow
GET,/slimapi/sessions/{sid}/stream,error_sse_token_subscriber_limit
GET,/slimapi/sessions/{sid}/stream,error_unsupported_version
GET,/slimapi/sessions/{sid}/todo,happy_path
GET,/slimapi/sessions/{sid}/todo,v3_face
GET,/slimapi/sessions/{sid}/todo,v4_face
GET,/slimapi/sessions/{sid}/todo,error_directory_conflict
GET,/slimapi/sessions/{sid}/todo,error_directory_header_retired
GET,/slimapi/sessions/{sid}/todo,error_invalid_directory_selector
GET,/slimapi/sessions/{sid}/todo,error_invalid_version_selector
GET,/slimapi/sessions/{sid}/todo,error_response_too_large
GET,/slimapi/sessions/{sid}/todo,error_session_not_found
GET,/slimapi/sessions/{sid}/todo,error_transform_busy
GET,/slimapi/sessions/{sid}/todo,error_unsupported_version
GET,/slimapi/sessions/{sid}/todo,error_upstream_http_<N>
GET,/slimapi/sessions/{sid}/todo,error_upstream_unavailable
GET,/slimapi/vcs,happy_path
GET,/slimapi/vcs,v3_face
GET,/slimapi/vcs,v4_face
GET,/slimapi/vcs,error_directory_conflict
GET,/slimapi/vcs,error_directory_header_retired
GET,/slimapi/vcs,error_invalid_directory_selector
GET,/slimapi/vcs,error_invalid_version_selector
GET,/slimapi/vcs,error_response_too_large
GET,/slimapi/vcs,error_unsupported_version
GET,/slimapi/vcs,error_upstream_unavailable
GET,/slimapi/vcs/diff,happy_path
GET,/slimapi/vcs/diff,v3_face
GET,/slimapi/vcs/diff,v4_face
GET,/slimapi/vcs/diff,error_directory_conflict
GET,/slimapi/vcs/diff,error_directory_header_retired
GET,/slimapi/vcs/diff,error_invalid_directory_selector
GET,/slimapi/vcs/diff,error_invalid_version_selector
GET,/slimapi/vcs/diff,error_response_too_large
GET,/slimapi/vcs/diff,error_unsupported_version
GET,/slimapi/vcs/diff,error_upstream_unavailable
GET,/slimapi/vcs/status,happy_path
GET,/slimapi/vcs/status,v3_face
GET,/slimapi/vcs/status,v4_face
GET,/slimapi/vcs/status,error_directory_conflict
GET,/slimapi/vcs/status,error_directory_header_retired
GET,/slimapi/vcs/status,error_invalid_directory_selector
GET,/slimapi/vcs/status,error_invalid_version_selector
GET,/slimapi/vcs/status,error_response_too_large
GET,/slimapi/vcs/status,error_unsupported_version
GET,/slimapi/vcs/status,error_upstream_unavailable
GET,/slimapi/versions,happy_path
GET,/slimapi/versions,error_method_not_allowed
PATCH,/slimapi/session/{session_id},happy_path
PATCH,/slimapi/session/{session_id},v3_face
PATCH,/slimapi/session/{session_id},v4_face
PATCH,/slimapi/session/{session_id},boundary
PATCH,/slimapi/session/{session_id},error_directory_conflict
PATCH,/slimapi/session/{session_id},error_directory_header_retired
PATCH,/slimapi/session/{session_id},error_invalid_directory_selector
PATCH,/slimapi/session/{session_id},error_invalid_version_selector
PATCH,/slimapi/session/{session_id},error_request_too_large
PATCH,/slimapi/session/{session_id},error_response_too_large
PATCH,/slimapi/session/{session_id},error_unsupported_version
PATCH,/slimapi/session/{session_id},error_upstream_unavailable
POST,/slimapi/actions/{name},happy_path
POST,/slimapi/actions/{name},v3_face
POST,/slimapi/actions/{name},v4_face
POST,/slimapi/actions/{name},boundary
POST,/slimapi/actions/{name},error_action_busy
POST,/slimapi/actions/{name},error_action_confirm_required
POST,/slimapi/actions/{name},error_action_not_found
POST,/slimapi/actions/{name},error_action_throttled
POST,/slimapi/actions/{name},error_action_timeout
POST,/slimapi/actions/{name},error_action_unavailable
POST,/slimapi/actions/{name},error_actions_disabled
POST,/slimapi/actions/{name},error_invalid_request_body
POST,/slimapi/actions/{name},error_invalid_version_selector
POST,/slimapi/actions/{name},error_request_too_large
POST,/slimapi/actions/{name},error_unsupported_version
POST,/slimapi/question/{request_id}/reject,happy_path
POST,/slimapi/question/{request_id}/reject,v3_face
POST,/slimapi/question/{request_id}/reject,v4_face
POST,/slimapi/question/{request_id}/reject,error_directory_conflict
POST,/slimapi/question/{request_id}/reject,error_directory_header_retired
POST,/slimapi/question/{request_id}/reject,error_invalid_directory_selector
POST,/slimapi/question/{request_id}/reject,error_invalid_version_selector
POST,/slimapi/question/{request_id}/reject,error_request_too_large
POST,/slimapi/question/{request_id}/reject,error_response_too_large
POST,/slimapi/question/{request_id}/reject,error_unsupported_version
POST,/slimapi/question/{request_id}/reject,error_upstream_unavailable
POST,/slimapi/question/{request_id}/reply,happy_path
POST,/slimapi/question/{request_id}/reply,v3_face
POST,/slimapi/question/{request_id}/reply,v4_face
POST,/slimapi/question/{request_id}/reply,error_directory_conflict
POST,/slimapi/question/{request_id}/reply,error_directory_header_retired
POST,/slimapi/question/{request_id}/reply,error_invalid_directory_selector
POST,/slimapi/question/{request_id}/reply,error_invalid_version_selector
POST,/slimapi/question/{request_id}/reply,error_request_too_large
POST,/slimapi/question/{request_id}/reply,error_response_too_large
POST,/slimapi/question/{request_id}/reply,error_unsupported_version
POST,/slimapi/question/{request_id}/reply,error_upstream_unavailable
POST,/slimapi/session,happy_path
POST,/slimapi/session,v3_face
POST,/slimapi/session,v4_face
POST,/slimapi/session,error_directory_conflict
POST,/slimapi/session,error_directory_header_retired
POST,/slimapi/session,error_invalid_directory_selector
POST,/slimapi/session,error_invalid_version_selector
POST,/slimapi/session,error_request_too_large
POST,/slimapi/session,error_response_too_large
POST,/slimapi/session,error_unsupported_version
POST,/slimapi/session,error_upstream_unavailable
POST,/slimapi/session/{session_id},happy_path
POST,/slimapi/session/{session_id},v4_face
POST,/slimapi/session/{session_id},feature_off
POST,/slimapi/session/{session_id},boundary
POST,/slimapi/session/{session_id},error_directory_conflict
POST,/slimapi/session/{session_id},error_directory_header_retired
POST,/slimapi/session/{session_id},error_invalid_directory_selector
POST,/slimapi/session/{session_id},error_invalid_version_selector
POST,/slimapi/session/{session_id},error_method_not_applicable
POST,/slimapi/session/{session_id},error_request_too_large
POST,/slimapi/session/{session_id},error_response_too_large
POST,/slimapi/session/{session_id},error_thin_route_not_found
POST,/slimapi/session/{session_id},error_unsupported_version
POST,/slimapi/session/{session_id},error_upstream_unavailable
POST,/slimapi/session/{session_id}/abort,happy_path
POST,/slimapi/session/{session_id}/abort,v3_face
POST,/slimapi/session/{session_id}/abort,v4_face
POST,/slimapi/session/{session_id}/abort,error_directory_conflict
POST,/slimapi/session/{session_id}/abort,error_directory_header_retired
POST,/slimapi/session/{session_id}/abort,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/abort,error_invalid_version_selector
POST,/slimapi/session/{session_id}/abort,error_request_too_large
POST,/slimapi/session/{session_id}/abort,error_response_too_large
POST,/slimapi/session/{session_id}/abort,error_unsupported_version
POST,/slimapi/session/{session_id}/abort,error_upstream_unavailable
POST,/slimapi/session/{session_id}/agent,happy_path
POST,/slimapi/session/{session_id}/agent,v3_face
POST,/slimapi/session/{session_id}/agent,v4_face
POST,/slimapi/session/{session_id}/agent,error_invalid_version_selector
POST,/slimapi/session/{session_id}/agent,error_request_too_large
POST,/slimapi/session/{session_id}/agent,error_response_too_large
POST,/slimapi/session/{session_id}/agent,error_unsupported_version
POST,/slimapi/session/{session_id}/agent,error_upstream_unavailable
POST,/slimapi/session/{session_id}/archive,happy_path
POST,/slimapi/session/{session_id}/archive,v4_face
POST,/slimapi/session/{session_id}/archive,feature_off
POST,/slimapi/session/{session_id}/archive,boundary
POST,/slimapi/session/{session_id}/archive,error_directory_conflict
POST,/slimapi/session/{session_id}/archive,error_directory_header_retired
POST,/slimapi/session/{session_id}/archive,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/archive,error_invalid_version_selector
POST,/slimapi/session/{session_id}/archive,error_method_not_applicable
POST,/slimapi/session/{session_id}/archive,error_request_too_large
POST,/slimapi/session/{session_id}/archive,error_response_too_large
POST,/slimapi/session/{session_id}/archive,error_thin_route_not_found
POST,/slimapi/session/{session_id}/archive,error_unsupported_version
POST,/slimapi/session/{session_id}/archive,error_upstream_unavailable
POST,/slimapi/session/{session_id}/command,happy_path
POST,/slimapi/session/{session_id}/command,v3_face
POST,/slimapi/session/{session_id}/command,v4_face
POST,/slimapi/session/{session_id}/command,error_directory_conflict
POST,/slimapi/session/{session_id}/command,error_directory_header_retired
POST,/slimapi/session/{session_id}/command,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/command,error_invalid_version_selector
POST,/slimapi/session/{session_id}/command,error_request_too_large
POST,/slimapi/session/{session_id}/command,error_response_too_large
POST,/slimapi/session/{session_id}/command,error_unsupported_version
POST,/slimapi/session/{session_id}/command,error_upstream_unavailable
POST,/slimapi/session/{session_id}/delete,happy_path
POST,/slimapi/session/{session_id}/delete,v4_face
POST,/slimapi/session/{session_id}/delete,feature_off
POST,/slimapi/session/{session_id}/delete,error_directory_conflict
POST,/slimapi/session/{session_id}/delete,error_directory_header_retired
POST,/slimapi/session/{session_id}/delete,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/delete,error_invalid_version_selector
POST,/slimapi/session/{session_id}/delete,error_method_not_applicable
POST,/slimapi/session/{session_id}/delete,error_request_too_large
POST,/slimapi/session/{session_id}/delete,error_response_too_large
POST,/slimapi/session/{session_id}/delete,error_thin_route_not_found
POST,/slimapi/session/{session_id}/delete,error_unsupported_version
POST,/slimapi/session/{session_id}/delete,error_upstream_unavailable
POST,/slimapi/session/{session_id}/fork,happy_path
POST,/slimapi/session/{session_id}/fork,v3_face
POST,/slimapi/session/{session_id}/fork,v4_face
POST,/slimapi/session/{session_id}/fork,error_directory_conflict
POST,/slimapi/session/{session_id}/fork,error_directory_header_retired
POST,/slimapi/session/{session_id}/fork,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/fork,error_invalid_version_selector
POST,/slimapi/session/{session_id}/fork,error_request_too_large
POST,/slimapi/session/{session_id}/fork,error_response_too_large
POST,/slimapi/session/{session_id}/fork,error_unsupported_version
POST,/slimapi/session/{session_id}/fork,error_upstream_unavailable
POST,/slimapi/session/{session_id}/model,happy_path
POST,/slimapi/session/{session_id}/model,v3_face
POST,/slimapi/session/{session_id}/model,v4_face
POST,/slimapi/session/{session_id}/model,error_invalid_version_selector
POST,/slimapi/session/{session_id}/model,error_request_too_large
POST,/slimapi/session/{session_id}/model,error_response_too_large
POST,/slimapi/session/{session_id}/model,error_unsupported_version
POST,/slimapi/session/{session_id}/model,error_upstream_unavailable
POST,/slimapi/session/{session_id}/permissions/{permission_id},happy_path
POST,/slimapi/session/{session_id}/permissions/{permission_id},v3_face
POST,/slimapi/session/{session_id}/permissions/{permission_id},v4_face
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_directory_conflict
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_directory_header_retired
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_invalid_directory_selector
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_invalid_version_selector
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_request_too_large
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_response_too_large
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_unsupported_version
POST,/slimapi/session/{session_id}/permissions/{permission_id},error_upstream_unavailable
POST,/slimapi/session/{session_id}/prompt_async,happy_path
POST,/slimapi/session/{session_id}/prompt_async,v3_face
POST,/slimapi/session/{session_id}/prompt_async,v4_face
POST,/slimapi/session/{session_id}/prompt_async,error_directory_conflict
POST,/slimapi/session/{session_id}/prompt_async,error_directory_header_retired
POST,/slimapi/session/{session_id}/prompt_async,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/prompt_async,error_invalid_version_selector
POST,/slimapi/session/{session_id}/prompt_async,error_request_too_large
POST,/slimapi/session/{session_id}/prompt_async,error_response_too_large
POST,/slimapi/session/{session_id}/prompt_async,error_unsupported_version
POST,/slimapi/session/{session_id}/prompt_async,error_upstream_unavailable
POST,/slimapi/session/{session_id}/revert,happy_path
POST,/slimapi/session/{session_id}/revert,v3_face
POST,/slimapi/session/{session_id}/revert,v4_face
POST,/slimapi/session/{session_id}/revert,error_directory_conflict
POST,/slimapi/session/{session_id}/revert,error_directory_header_retired
